scene,platform_id,time,subswath,burst,lat,lon,dist_km,inc_deg,v_los_drift,method,v_los_pipe,residual
scene45,1801685,2025-10-11 17:00:00,iw2,8,-35.51745,22.795837,1.842498911226598,40.967716217041016,-0.805650631384552,ocn_dc_stokes,-1.202237116638571,-0.39658648525401907
scene45,1801685,2025-10-11 17:00:00,iw2,8,-35.51745,22.795837,1.842498911226598,40.967716217041016,-0.805650631384552,ocn_dc_mouche,-1.138533177319914,-0.33288254593536215
scene45,1801685,2025-10-11 17:00:00,iw2,8,-35.51745,22.795837,1.842498911226598,40.967716217041016,-0.805650631384552,ocn_dc_full,-0.9983892762102187,-0.19273864482566672
scene46,1601757,2025-10-13 17:00:00,iw3,6,-34.69906,26.796417,0.3292551849699233,41.88972473144531,-0.7461270917646105,ocn_dc_geom,-1.4323409795761108,-0.6862138878115004
scene46,1601757,2025-10-13 17:00:00,iw3,6,-34.69906,26.796417,0.3292551849699233,41.88972473144531,-0.7461270917646105,ocn_dc_stokes,-1.2961612194776535,-0.550034127713043
scene46,1601757,2025-10-13 17:00:00,iw3,6,-34.69906,26.796417,0.3292551849699233,41.88972473144531,-0.7461270917646105,ocn_dc_mouche,-0.8510680645704269,-0.10494097280581649
scene46,1601757,2025-10-13 17:00:00,iw3,6,-34.69906,26.796417,0.3292551849699233,41.88972473144531,-0.7461270917646105,ocn_dc_full,-0.77334363758564,-0.027216545821029503
scene47,1601757,2025-10-18 17:00:00,iw2,6,-35.41033,23.986801,1.1428992305689305,36.68960952758789,-0.623407913529403,ocn_dc_geom,-0.7476711273193359,-0.12426321378993299
scene47,1601757,2025-10-18 17:00:00,iw2,6,-35.41033,23.986801,1.1428992305689305,36.68960952758789,-0.623407913529403,ocn_dc_stokes,-0.8171162530779839,-0.1937083395485809
scene47,1601757,2025-10-18 17:00:00,iw2,6,-35.41033,23.986801,1.1428992305689305,36.68960952758789,-0.623407913529403,ocn_dc_mouche,-1.0459615364670753,-0.4225536229376724
scene47,1601757,2025-10-18 17:00:00,iw2,6,-35.41033,23.986801,1.1428992305689305,36.68960952758789,-0.623407913529403,ocn_dc_full,-0.7799859717488289,-0.15657805821942594
scene48,5801988,2025-10-27 17:00:00,iw3,0,-34.43237,31.40149,0.1431732581960196,44.66550064086914,-0.0708898779189697,ocn_dc_geom,,
scene48,5801988,2025-10-27 17:00:00,iw3,0,-34.43237,31.40149,0.1431732581960196,44.66550064086914,-0.0708898779189697,ocn_dc_stokes,,
